9,25,4,8,1,1,2,6,6,12,7,27,5,15,0,50,12,21,11,40,3,9,8,0,10,30,244
7,23,11,40,4,12,6,18,10,30,9,25,1,3,2,2,3,9,0,0,8,23,12,27,5,15,227
10,30,1,1,8,21,6,12,4,8,2,2,3,3,12,19,5,10,0,0,7,16,9,0,11,0,122
11,40,12,21,9,25,10,30,5,10,8,18,2,4,6,24,1,2,4,16,3,6,7,23,0,0,219
7,25,3,9,0,50,8,22,11,40,9,25,5,15,10,30,6,18,2,4,1,0,4,12,12,25,275
9,25,2,6,6,18,10,30,3,12,8,24,4,12,7,25,11,40,1,3,5,10,12,22,0,0,227
10,30,4,12,9,25,1,1,7,23,12,21,5,10,2,4,3,3,0,0,6,12,8,0,11,40,181
10,30,3,6,8,14,11,40,2,4,6,24,9,25,1,4,5,15,0,0,12,26,4,0,7,23,211
8,28,1,1,11,40,2,0,5,15,10,30,9,25,12,21,7,24,4,16,0,0,3,6,6,6,212
2,4,10,30,7,28,6,18,5,15,9,25,4,12,1,1,3,6,0,0,11,40,8,26,12,22,227
9,25,5,10,12,23,10,30,3,9,8,18,6,12,2,2,7,23,4,8,1,1,0,0,11,0,161
4,12,5,10,0,50,11,40,6,12,7,28,10,30,3,6,1,3,2,4,12,19,8,23,9,25,262
3,12,1,2,11,40,8,28,5,10,6,24,12,22,7,24,10,30,9,25,2,4,4,8,0,0,229
3,6,9,25,4,12,5,15,12,21,11,40,1,3,10,30,2,4,0,0,6,18,8,0,7,19,193
10,30,3,6,11,40,8,24,4,12,9,25,7,26,2,4,5,20,6,18,1,1,12,26,0,0,232
8,23,4,12,2,8,6,24,7,21,10,30,5,10,1,3,9,25,12,21,3,3,0,0,11,0,180
9,25,1,4,8,25,7,24,3,12,5,20,6,18,4,12,10,30,2,2,12,28,0,0,11,0,200
10,30,3,12,4,12,5,10,9,25,11,40,1,2,7,23,8,28,2,4,12,21,0,0,6,18,225
7,25,4,12,8,18,11,40,12,27,2,6,1,0,5,20,9,25,3,9,10,30,0,0,6,18,230
10,30,1,1,9,25,2,4,6,18,0,50,4,8,11,40,12,22,7,22,5,15,3,3,8,0,238
11,40,6,18,9,25,8,24,10,30,12,23,4,12,0,50,5,15,2,4,1,1,3,6,7,19,267
11,40,2,4,5,10,8,26,7,24,1,1,4,8,10,30,0,0,6,24,12,21,9,25,3,6,219
11,40,9,25,2,6,8,22,7,26,4,16,10,30,3,6,6,18,1,4,5,20,12,27,0,0,240
10,30,8,25,4,8,1,1,6,18,2,2,5,10,3,6,12,21,7,23,0,0,9,0,11,40,184
