8,29,7,24,9,25,10,30,1,1,6,24,4,16,11,40,2,6,0,50,12,21,3,6,5,10,282
3,9,8,26,9,25,2,8,5,15,12,26,6,24,11,40,4,12,1,1,7,18,10,30,0,0,234
2,8,7,24,11,40,5,15,8,21,3,12,9,25,4,12,10,30,12,24,1,4,6,18,0,0,233
4,12,12,23,10,30,7,25,9,25,3,9,1,1,6,12,2,2,8,28,5,5,11,40,0,0,212
11,40,9,25,8,21,1,1,5,10,12,24,10,30,6,18,2,4,0,50,3,0,4,12,7,22,257
12,24,10,30,3,6,4,8,6,12,1,2,9,25,2,2,5,10,7,25,0,0,8,0,11,0,144
3,6,10,30,9,25,12,23,2,2,5,10,1,2,4,8,6,12,0,50,8,0,7,21,11,0,189
2,6,1,4,10,30,9,25,4,12,12,19,7,24,5,10,6,12,8,23,0,50,3,3,11,0,218
8,25,5,15,10,30,9,25,11,40,3,12,7,26,6,18,12,22,1,2,4,12,2,4,0,0,231
1,1,3,9,2,4,5,10,6,12,10,30,7,23,8,26,9,25,4,8,12,18,0,0,11,40,206
11,40,1,3,2,4,9,25,6,12,5,15,12,23,8,18,4,12,3,6,10,30,7,26,0,0,214
10,30,11,40,3,9,6,18,1,2,2,2,9,25,8,9,4,8,5,20,7,21,12,25,0,0,209
3,9,10,30,7,28,0,50,5,10,8,18,9,25,4,8,12,22,11,40,2,6,6,12,1,1,259
2,4,5,15,10,30,12,25,9,25,7,25,8,17,11,40,1,4,3,6,4,8,0,0,6,12,211
10,30,0,50,8,29,9,25,1,2,12,25,4,16,2,2,11,40,3,6,7,25,5,10,6,12,272
3,9,10,30,1,1,11,40,2,4,5,10,9,25,0,50,4,4,8,26,7,24,12,24,6,18,265
11,40,1,1,6,18,8,22,4,8,7,27,12,25,0,50,10,30,2,0,3,6,5,5,9,0,232
12,23,6,18,9,25,10,30,2,4,7,26,11,40,4,8,8,16,5,20,1,2,0,0,3,12,224
2,6,3,12,6,18,1,0,11,40,8,27,9,25,12,26,5,15,7,27,4,16,0,0,10,30,242
2,8,8,25,6,24,9,25,5,15,11,40,7,26,12,24,1,0,10,30,0,0,3,6,4,12,235
5,15,8,29,11,40,6,24,4,12,7,24,10,30,3,6,2,6,12,26,9,25,0,50,1,0,287
6,18,7,25,11,40,2,8,10,30,5,15,9,25,8,25,1,4,0,0,4,12,3,6,12,19,227
8,27,10,30,7,25,11,40,3,12,9,25,5,20,0,50,4,16,2,8,1,2,6,6,12,23,284
4,12,3,12,5,20,2,4,7,17,1,0,10,30,12,21,0,0,8,0,6,6,11,40,9,0,162
8,25,6,24,10,30,5,20,11,40,4,12,9,25,1,2,2,8,7,22,12,28,3,9,0,0,245
12,25,11,40,7,26,3,12,9,25,1,4,10,30,4,12,2,6,5,15,6,12,0,0,8,0,207
2,6,9,25,4,8,10,30,12,21,7,27,1,3,8,26,0,0,3,3,5,15,6,18,11,40,222
2,6,10,30,9,25,8,26,1,4,5,15,6,18,7,25,0,0,3,6,4,4,11,40,12,21,220
8,24,4,12,10,30,2,8,6,24,5,15,7,17,9,25,1,1,12,21,3,12,0,0,11,0,189
6,18,7,27,9,25,8,21,12,27,11,40,5,20,3,9,2,6,10,30,1,2,4,12,0,0,237
6,18,1,2,8,29,2,4,7,25,10,30,9,25,11,40,4,12,5,15,12,21,0,0,3,0,221
4,8,12,23,10,30,3,6,1,1,9,25,5,10,6,12,2,2,0,0,8,0,11,0,7,0,117
4,8,8,23,2,6,6,24,11,40,10,30,12,24,5,15,3,3,1,2,7,23,9,25,0,0,223
10,30,9,25,1,3,3,3,6,18,7,24,4,12,5,10,11,40,12,24,2,4,0,0,8,0,193
5,10,9,25,12,25,3,12,10,30,2,8,8,17,1,0,0,0,7,28,4,4,11,0,6,6,165
5,20,8,22,11,40,9,25,6,24,2,4,1,1,10,30,7,25,12,29,4,12,0,0,3,3,235
3,12,6,18,10,30,1,2,12,23,5,10,0,50,9,25,7,27,4,12,11,40,2,0,8,0,249
11,40,6,12,3,9,8,29,9,25,12,25,7,23,5,20,10,30,1,3,4,8,2,4,0,0,228
10,30,4,12,7,17,3,6,1,2,9,25,6,12,0,50,2,2,8,26,12,18,5,15,11,40,255
10,30,9,25,6,18,0,50,1,1,12,23,4,12,7,21,5,15,3,6,8,0,2,2,11,0,203
1,1,8,28,3,6,5,10,7,25,11,40,9,25,4,8,6,24,2,4,10,30,0,0,12,20,221
5,10,11,40,0,50,1,0,10,30,3,6,9,25,4,12,6,18,12,25,7,21,8,19,2,2,258
11,40,6,12,7,27,4,8,1,1,10,30,3,6,12,23,5,10,9,25,0,0,2,4,8,0,186
0,50,11,40,8,28,6,24,5,20,7,24,10,30,9,25,3,9,12,26,1,1,2,2,4,12,291
1,1,8,29,12,22,4,12,2,4,7,18,3,6,5,10,6,18,10,30,0,0,11,40,9,0,190
9,25,10,30,12,26,11,40,7,25,3,9,2,2,6,18,4,12,8,29,5,15,1,0,0,0,231
5,10,12,23,10,30,9,25,4,12,8,26,7,23,2,4,1,1,6,18,0,0,3,6,11,0,178
8,25,4,16,9,25,1,1,7,28,10,30,2,2,6,12,5,10,3,3,12,25,11,40,0,0,217
2,8,3,9,5,10,12,25,10,30,6,12,11,40,8,25,4,16,1,2,7,27,0,0,9,25,229
7,25,10,30,12,26,5,15,3,6,9,25,1,1,8,22,11,40,4,16,2,4,6,12,0,0,222
8,27,11,40,9,25,10,30,1,1,3,12,12,25,6,12,7,25,4,12,2,8,5,20,0,0,237
11,40,9,25,3,9,7,24,8,21,10,30,0,50,12,25,5,15,4,12,1,3,2,4,6,6,264
7,25,8,19,1,1,10,30,12,23,11,40,4,8,2,4,3,6,5,20,9,25,0,0,6,0,201
9,25,10,30,0,50,7,25,11,40,8,27,4,16,5,15,12,25,6,24,2,4,1,2,3,3,286
10,30,3,6,11,40,8,25,6,24,4,12,5,15,1,2,9,25,12,24,7,23,0,0,2,8,234
7,24,12,26,4,12,1,2,5,15,10,30,8,19,9,25,11,40,2,6,6,18,3,6,0,0,223
1,2,7,24,12,24,10,30,9,25,5,10,6,12,2,2,8,21,0,0,11,40,4,12,3,3,205
1,3,7,25,8,18,12,23,4,16,9,25,11,40,10,30,5,15,2,4,6,12,3,9,0,0,220
12,25,8,26,10,30,1,2,9,25,3,6,2,2,6,24,7,19,5,15,0,0,11,40,4,8,222
9,25,1,1,8,24,11,40,7,24,0,50,5,15,4,12,12,22,2,6,3,12,10,30,6,12,273
7,27,11,40,2,8,5,15,1,3,0,50,8,29,9,25,12,22,10,30,4,8,3,12,6,12,281
5,10,6,18,9,25,7,23,3,12,10,30,12,23,2,6,8,29,11,40,1,0,4,16,0,0,232
9,25,1,2,8,21,2,6,5,15,11,40,7,25,6,12,12,26,0,0,10,30,4,12,3,0,214
12,22,9,25,11,40,7,25,10,30,3,9,5,15,4,8,1,0,2,2,6,18,8,26,0,0,220
3,12,4,12,5,15,9,25,10,30,7,25,1,1,6,18,11,40,2,2,12,23,0,0,8,0,203
