12,21,7,22,10,30,9,25,3,6,2,6,4,8,11,40,1,0,5,15,6,18,8,27,0,0,218
12,27,11,40,9,25,1,1,5,15,8,25,4,12,7,28,6,12,3,9,10,30,2,4,0,0,228
10,30,12,25,6,12,2,6,1,1,8,29,9,25,11,40,7,28,4,12,3,9,5,15,0,50,282
11,40,10,30,0,50,9,25,6,18,12,22,5,10,7,25,8,28,3,12,2,8,1,3,4,16,287
12,23,6,6,8,18,7,27,9,25,5,20,1,1,2,2,4,16,11,40,10,30,0,0,3,9,217
12,27,7,20,8,21,11,40,1,1,2,2,9,25,10,30,5,10,3,9,6,24,0,0,4,4,213
10,30,12,21,5,10,8,18,9,25,3,6,2,6,1,1,7,27,4,8,0,0,6,6,11,40,198
12,14,6,12,7,22,10,30,3,6,2,4,9,25,1,1,5,10,4,12,0,0,8,0,11,0,136
12,22,11,40,8,29,4,16,1,1,3,12,2,4,7,25,6,12,5,10,0,0,9,0,10,30,201
10,30,12,17,5,15,2,2,11,40,4,8,9,25,8,25,7,29,0,50,3,6,6,12,1,2,261
11,40,12,25,8,23,3,12,6,24,10,30,0,50,4,8,9,25,7,25,5,10,1,4,2,2,278
12,23,4,8,9,25,3,12,2,4,6,12,10,30,8,17,0,50,7,20,11,40,5,15,1,1,257
10,30,12,23,9,25,7,27,2,8,5,15,1,0,11,40,6,12,3,3,4,8,0,0,8,0,191
12,14,10,30,4,8,2,4,11,40,8,29,3,6,9,25,5,10,1,2,6,12,7,18,0,0,198
12,23,10,30,3,12,5,10,8,26,2,2,1,4,9,25,7,21,6,24,4,4,0,0,11,40,221
12,18,5,10,8,21,3,6,1,1,2,2,11,40,9,25,10,30,4,4,7,27,0,0,6,0,184
12,19,10,30,3,6,11,40,5,10,4,12,8,23,1,1,6,12,2,4,0,0,7,24,9,0,181
12,21,6,12,3,12,8,22,10,30,5,10,2,4,9,25,1,0,7,22,0,0,4,12,11,0,170
10,30,12,18,6,12,8,23,5,20,9,25,11,40,2,6,0,50,3,12,4,12,1,1,7,24,273
11,40,12,18,7,25,9,25,3,9,5,15,10,30,8,22,2,2,4,16,1,0,6,24,0,0,226
12,24,6,6,5,10,11,40,10,30,9,25,4,16,3,9,2,2,1,1,0,0,7,26,8,0,189
12,21,10,30,3,12,8,26,5,10,11,40,2,4,9,25,1,1,6,24,0,0,4,12,7,0,205
12,22,6,12,10,30,8,25,11,40,3,9,9,25,1,3,4,8,2,6,7,22,0,0,5,5,207
9,25,11,40,5,15,1,4,4,12,10,30,6,18,3,9,12,24,2,2,7,22,0,0,8,0,201
12,27,11,40,3,9,4,12,8,21,6,24,7,22,9,25,10,30,1,2,2,8,5,15,0,0,235
12,15,8,27,11,40,4,16,3,12,6,24,1,2,7,25,2,2,9,25,10,30,5,10,0,0,228
10,30,12,17,9,25,8,24,3,12,5,20,2,6,6,18,7,27,1,2,4,8,0,0,11,0,189
12,13,6,12,9,25,3,6,10,30,4,8,7,23,11,40,1,1,2,6,5,10,0,0,8,24,198
12,24,8,21,10,30,9,25,4,12,5,10,1,1,6,24,3,6,11,40,7,23,2,4,0,0,220
12,20,10,30,9,25,11,40,5,10,6,12,3,9,8,22,1,1,7,21,2,6,0,0,4,8,204
11,40,10,30,12,25,1,0,3,9,9,25,4,8,6,18,0,0,2,2,8,0,5,10,7,0,167
11,40,10,30,9,25,1,1,3,6,8,16,0,50,2,6,6,12,7,27,4,8,5,10,12,22,253
12,22,10,30,3,6,5,15,1,1,2,2,4,8,6,6,0,0,8,0,11,40,7,23,9,25,178
12,15,10,30,8,23,1,1,3,6,7,25,2,2,5,10,9,25,6,18,0,50,4,0,11,0,205
12,25,11,40,4,12,10,30,9,25,5,15,3,9,8,26,1,4,7,25,2,8,0,0,6,6,225
11,40,10,30,0,50,12,26,9,25,4,12,2,8,1,2,3,15,6,12,7,20,8,22,5,15,277
10,30,0,50,7,23,6,18,5,15,3,6,9,25,11,40,12,23,2,2,4,8,1,2,8,29,271
12,19,7,25,9,25,5,15,8,22,1,1,10,30,0,50,6,24,3,6,4,16,2,2,11,0,235
12,25,7,21,6,18,1,1,11,40,0,50,9,25,2,8,8,23,5,10,10,30,3,6,4,12,269
11,40,12,27,4,16,8,28,3,12,10,30,7,25,1,0,6,24,9,25,2,4,0,0,5,5,236
12,18,7,21,10,30,8,25,9,25,1,2,2,2,3,3,5,20,11,40,6,12,4,8,0,0,206
12,20,11,40,2,4,8,26,10,30,4,16,6,12,9,25,1,1,7,23,3,6,5,10,0,0,213
10,30,12,23,9,25,3,12,11,40,2,4,6,18,8,11,1,0,7,27,4,12,0,0,5,15,217
11,40,10,30,7,28,5,15,12,26,8,23,0,50,2,2,6,18,1,2,3,6,4,0,9,0,240
12,27,10,30,8,29,1,3,11,40,4,8,7,27,6,12,2,4,9,25,0,0,3,6,5,0,211
11,40,10,30,1,2,4,12,6,12,7,24,9,25,12,20,8,19,2,6,3,9,5,15,0,0,214
10,30,12,18,3,6,5,15,4,8,2,2,1,2,6,12,7,20,0,0,9,25,8,0,11,0,138
10,30,12,16,3,6,7,18,9,25,2,4,11,40,5,15,4,8,1,0,6,12,0,0,8,0,174
10,30,12,19,2,4,11,40,3,6,8,21,1,2,9,25,0,50,6,12,7,21,4,4,5,10,244
12,27,8,28,1,1,7,23,9,25,5,20,3,9,11,40,0,50,10,30,6,24,2,6,4,4,287
10,30,12,21,7,25,9,25,8,23,3,9,4,8,1,2,2,6,5,10,6,12,0,0,11,0,171
11,40,10,30,5,10,2,6,8,24,4,12,6,12,9,25,7,23,1,1,3,9,12,24,0,0,216
12,23,8,23,9,25,2,4,4,16,10,30,5,20,6,12,1,1,3,6,7,27,11,40,0,0,227
12,26,10,30,3,6,5,10,7,24,11,40,9,25,8,17,6,18,2,6,1,4,0,0,4,0,206
10,30,12,18,9,25,1,2,8,28,11,40,3,6,4,8,5,10,7,21,0,50,2,6,6,12,256
10,30,12,19,9,25,2,8,3,9,6,18,1,4,7,20,5,15,0,0,8,17,4,16,11,0,181
10,30,12,16,3,6,4,8,1,1,5,15,2,2,9,25,6,18,0,0,8,0,11,0,7,27,148
10,30,12,27,1,2,6,18,4,8,11,40,9,25,2,0,5,10,3,6,7,28,0,0,8,19,213
10,30,12,22,5,15,6,18,3,6,4,8,2,4,9,25,8,28,1,1,0,0,11,40,7,0,197
10,30,12,18,3,9,6,12,1,0,5,10,2,4,11,40,4,12,9,25,7,19,8,18,0,0,197
11,40,12,21,8,26,7,25,0,50,9,25,3,9,2,6,4,16,6,24,5,25,10,30,1,3,300
0,50,12,16,10,30,5,10,6,12,9,25,2,4,3,9,1,2,7,21,4,8,8,0,11,40,227
9,25,10,30,6,18,8,28,11,40,7,27,3,9,1,0,12,23,0,50,4,12,5,20,2,4,286
10,30,11,40,6,18,8,26,1,3,4,8,5,15,2,2,3,12,7,22,9,25,12,29,0,0,230
10,30,11,40,12,22,7,25,1,3,6,18,3,3,5,10,0,50,9,25,4,12,2,0,8,0,238
11,40,10,30,2,6,7,23,1,3,9,25,8,18,4,16,5,20,6,18,0,50,12,22,3,9,280
12,17,11,40,8,23,4,8,9,25,10,30,0,50,7,25,5,20,6,18,2,6,1,3,3,6,271
12,21,11,40,7,25,6,18,9,25,8,21,4,16,10,30,0,50,3,9,1,4,5,10,2,8,277
11,40,12,26,0,50,9,25,5,15,8,17,1,1,7,27,6,18,10,30,3,6,2,6,4,12,273
12,25,10,30,4,12,2,4,5,15,1,1,11,40,7,15,6,18,0,0,8,28,9,25,3,3,216
10,30,11,40,4,12,7,25,5,20,3,6,8,21,1,1,9,25,2,4,12,20,0,0,6,18,222
11,40,10,30,3,9,9,25,8,21,7,23,6,24,1,2,12,22,5,20,2,4,0,50,4,8,278
10,30,12,18,9,25,5,15,0,50,8,21,7,28,4,12,3,12,1,1,2,4,6,6,11,0,222
11,40,10,30,1,2,12,20,5,15,9,25,0,50,8,18,6,12,3,9,7,27,2,8,4,8,264
12,27,5,5,6,12,11,40,0,50,9,25,3,6,4,8,8,18,2,2,10,30,7,22,1,1,246
12,16,11,40,3,6,0,50,5,10,7,23,6,18,9,25,10,30,4,12,1,2,8,21,2,6,259
12,17,11,40,7,26,2,8,6,18,1,2,8,22,10,30,9,25,5,10,0,50,4,12,3,6,266
11,40,10,30,8,29,6,24,12,24,0,50,4,16,5,10,9,25,7,23,3,12,2,8,1,3,294
11,40,10,30,2,4,5,15,7,26,8,22,4,12,1,2,12,20,3,6,9,25,6,18,0,0,220
12,25,6,12,10,30,9,25,5,15,1,3,3,9,8,16,4,8,2,2,11,40,7,26,0,0,211
12,16,6,12,8,23,4,12,7,25,0,50,1,1,9,25,11,40,10,30,5,15,2,6,3,6,261
12,25,8,26,6,24,3,12,1,3,7,22,0,0,4,12,2,2,10,30,9,25,11,0,5,10,191
11,40,12,26,2,8,5,15,1,2,10,30,8,25,6,12,3,6,0,0,4,8,9,0,7,0,172
12,22,9,25,7,25,10,30,1,1,5,15,8,21,2,2,3,6,4,8,11,40,0,50,6,12,257
12,18,7,24,9,25,3,9,11,40,5,15,1,1,10,30,8,28,4,12,2,6,6,12,0,0,220
11,40,10,30,2,4,7,26,5,15,9,25,1,1,8,21,3,6,0,0,12,22,6,18,4,12,220
9,25,11,40,8,19,6,24,7,27,12,26,2,6,1,4,4,12,10,30,5,10,3,9,0,0,232
10,30,12,18,7,25,4,8,1,4,5,15,2,2,9,25,8,21,6,24,3,3,0,0,11,0,175
10,30,9,25,3,12,1,4,8,22,6,18,2,2,7,26,4,8,11,40,5,10,0,0,12,20,217
9,25,12,21,10,30,4,8,5,15,3,6,7,26,2,2,8,22,1,0,11,40,0,0,6,12,207
12,17,10,30,7,25,5,10,2,4,9,25,3,6,4,16,0,50,6,12,1,1,11,40,8,11,247
10,30,12,19,4,8,11,40,6,18,9,25,5,15,3,6,8,14,2,4,7,27,1,2,0,0,208
12,20,7,25,10,30,9,25,11,40,6,18,4,8,2,4,1,1,5,10,3,9,0,50,8,0,240
12,17,5,10,1,4,4,16,9,25,8,26,10,30,2,2,7,24,6,12,11,40,0,0,3,9,215
11,40,12,24,3,12,10,30,6,18,2,2,5,10,1,1,4,8,8,24,0,0,9,0,7,0,169
11,40,9,25,8,24,10,30,1,2,2,6,3,3,7,24,12,25,6,18,5,10,0,0,4,8,215
11,40,10,30,5,15,1,2,12,26,7,21,9,25,2,4,3,9,6,12,0,50,8,14,4,12,260
10,30,12,19,5,15,11,40,9,25,7,27,4,8,8,29,2,2,1,1,6,18,0,0,3,6,220
12,20,8,28,4,12,11,40,6,24,9,25,10,30,2,4,3,12,7,27,5,15,1,3,0,0,240
11,40,10,30,8,29,2,4,9,25,4,8,3,9,6,18,5,10,12,21,1,2,0,0,7,0,196
12,24,7,18,11,40,4,12,3,9,10,30,9,25,8,18,6,18,1,2,2,4,0,0,5,5,205
12,15,10,30,11,40,5,15,2,6,4,12,7,23,1,0,8,24,3,3,9,25,0,0,6,0,193
12,14,10,30,8,29,5,15,6,24,11,40,4,16,1,2,7,20,9,25,2,8,3,6,0,0,229
12,20,11,40,1,2,8,18,10,30,4,8,6,12,7,24,5,20,9,25,2,4,0,0,3,3,206
12,16,10,30,5,20,9,25,2,6,7,22,4,8,3,9,6,18,1,1,0,0,8,0,11,0,155
9,25,10,30,5,20,6,18,8,27,1,1,3,6,4,8,7,27,2,4,12,21,0,0,11,0,187
10,30,12,27,3,9,0,50,8,25,5,15,1,2,2,4,7,14,4,12,6,12,11,40,9,0,240
10,30,12,22,3,9,9,25,7,23,8,27,11,40,5,10,4,8,1,3,2,4,6,18,0,0,219
10,30,12,24,9,25,1,1,5,10,11,40,3,9,2,2,8,22,4,8,7,24,0,0,6,18,213
11,40,10,30,2,4,8,22,4,12,9,25,6,24,1,1,5,10,7,24,12,24,0,0,3,6,222
11,40,12,19,9,25,10,30,4,12,2,4,6,18,7,24,3,6,8,21,5,20,1,0,0,0,219
10,30,12,27,5,10,2,2,9,25,3,6,8,22,4,8,1,1,6,12,11,40,7,19,0,0,202
11,40,10,30,3,9,9,25,2,4,1,4,8,21,4,8,6,18,5,10,0,0,12,19,7,22,210
12,26,11,40,9,25,1,4,2,4,3,12,8,22,7,26,10,30,0,0,4,12,5,20,6,12,233
10,30,11,40,1,1,8,18,9,25,5,15,12,23,3,6,6,18,7,24,2,4,4,8,0,0,212
10,30,12,16,9,25,11,40,2,6,5,15,6,12,1,0,7,21,0,0,8,22,3,9,4,16,212
11,40,10,30,3,6,6,18,4,12,9,25,1,4,5,10,7,20,0,50,12,27,2,6,8,21,269
10,30,12,21,11,40,1,2,8,25,5,20,9,25,3,6,2,6,4,8,6,12,7,20,0,50,265
12,26,10,30,2,4,4,8,9,25,5,15,1,1,8,26,7,24,0,50,6,12,3,0,11,0,221
12,19,10,30,8,26,1,2,11,40,9,25,7,27,0,50,3,9,4,12,2,8,6,30,5,10,288
12,23,5,10,11,40,9,25,4,12,6,18,8,26,3,9,10,30,7,28,2,6,1,1,0,0,228
12,24,9,25,10,30,1,1,6,12,7,25,5,15,3,6,8,21,2,2,4,12,0,0,11,0,173
10,30,11,40,3,9,6,18,2,6,0,50,8,22,12,24,4,16,9,25,5,10,1,0,7,27,277
12,22,7,20,10,30,8,28,5,20,3,6,1,2,11,40,0,0,4,4,6,12,2,0,9,0,184
10,30,12,19,0,50,9,25,11,40,1,1,8,17,6,12,3,9,4,12,2,0,5,10,7,23,248
11,40,12,24,1,4,9,25,10,30,0,50,2,4,7,24,6,18,3,6,5,15,4,8,8,12,260
12,20,10,30,8,28,6,24,5,20,9,25,3,6,1,1,4,12,7,22,11,40,0,0,2,4,232
10,30,12,17,3,6,4,8,9,25,7,24,1,4,2,2,0,0,6,18,5,5,11,40,8,0,179
10,30,12,28,2,4,9,25,1,1,6,12,8,18,7,27,4,8,3,3,5,5,0,0,11,0,161
