7935,6.023
6143,10.08
8175,8.596
7167,18.33
8183,6.105
8063,14.967
7679,9.55
8127,12.348
8187,4.1
8159,10.15
8189,2.104
4095,23.55
8190,2.5
7423,20.212
5631,22.235
7663,21.302
6111,24.995
8143,21.578
3839,31.999
4079,33.423
7903,18.851
2047,37.69
7671,19.477
7551,27.774
8151,19.09
8031,29.619
3967,43.055
4087,30.869
8155,16.868
7677,16.211
4091,28.557
7678,15.925
8158,15.215
4093,26.736
8157,14.391
4094,27.087
7675,18.082
7927,14.786
7807,25.142
8047,27.646
6135,22.358
8167,16.593
6015,28.808
7931,12.196
6139,22.12
8171,14.232
6141,18.42
8173,12.072
7934,11.964
8174,13.482
7933,10.922
6142,20.03
8179,11.742
7103,37.02
8059,23.498
8181,9.533
8061,21.459
8062,22.999
8182,10.629
8185,7.171
7647,23.17
8186,7.534
3583,36.591
5887,21.612
8188,5.902
4063,35.301
7919,16.715
8055,25.072
6127,23.508
6655,33.19
7135,34.41
3071,47.505
8095,25.729
4031,37.565
7615,24.457
6911,30.265
5119,36.43
7151,32.574
7871,21.61
6079,27.556
8111,23.646
8119,21.759
7163,29.34
7999,31.665
7165,26.901
7166,27
8125,17.187
8126,18.088
8123,19.244
7159,30.504
7039,38.107
7670,28.038
8150,25.427
8149,23.043
7667,28.671
6591,52.636
8154,22.463
7676,23.173
8153,20.624
7673,23.698
3823,43.784
8156,19.993
7674,24.874
8163,22.9
6011,40.994
7087,50.614
8165,20.058
6013,40.469
8166,21.933
5503,45.975
7655,31.727
8135,30.179
5983,46.996
3831,41.554
8139,27.856
7661,27.587
3835,39.606
7662,30.002
8142,26.619
3838,39.604
8141,25.79
7659,30.568
3837,36.491
8147,25.377
7669,26.415
7071,53.027
7095,48.396
7645,30.028
7643,32.099
6639,47.387
2815,59.021
7119,48.18
8079,38.038
3775,47.248
7599,39.085
8087,35.612
6653,43.562
7131,44.285
6654,44.445
7134,42.485
6651,45.065
7133,42.225
7607,36.435
8094,31.988
6014,40.334
8169,18.033
3327,48.592
7631,36.668
8170,19.552
8172,18.382
6007,42.914
3807,46.16
8177,15.092
7101,44.455
7639,35.188
8178,17.083
7102,44.474
8180,15.615
5999,45.789
7099,46.58
8184,11.495
7646,31.715
5629,36.669
6107,35.858
5630,36.09
6110,35.05
5627,36.942
6109,33.6
8027,37.414
7549,37.778
7550,38.196
8030,35.707
8029,35.248
7547,39.128
5615,38.803
7543,40.22
8023,39.6
1791,49.726
6095,37.757
8043,35.11
6623,50.455
7161,34.901
8118,27.406
7162,36.348
7164,34.067
8115,27.409
8124,21.981
7155,39.027
8121,23.02
7157,36.38
7583,41.248
8122,24.364
7158,37.889
5623,38.012
7535,42.241
8015,41.871
3711,53.242
6103,37.825
8093,30.537
6647,45.667
7611,35.101
8091,33.294
7127,46.098
7613,34.257
7614,34.299
8103,32.39
5951,48.268
7147,40.96
7149,39.155
7150,40.066
8109,27.867
8110,29.434
8107,30.234
4991,58.21
7143,43.301
8117,25.576
5055,56.162
6131,32.748
8045,33.379
6133,31.853
8046,34.747
6134,30.976
5599,41.175
6137,27.436
6138,29.336
6140,27.116
8039,37.266
8057,28.639
7519,43.668
8058,30.92
8060,29.21
6119,36.603
8051,32.525
6123,34.014
4092,31.033
7887,31.133
7923,21.958
6847,48.75
7926,20.835
7925,19.661
7930,19.631
7929,17.653
3567,49.279
7391,34.844
4047,46.924
7932,17.687
3575,48.042
7911,25.862
5759,40.961
4055,44.682
7915,23.702
4059,41.98
1919,59.637
7422,29.746
7899,26.104
4075,39.459
7421,28.358
7901,25.292
4077,37.106
7419,30.001
7902,25.406
4078,38.133
4083,36.798
3007,64.486
4085,34.747
4086,36.939
4089,31.98
3551,51.33
7407,33.231
4090,33.328
6077,36.532
6078,36.666
5111,52.511
6075,38.78
7023,53.751
7997,37.799
7998,40.18
7995,39.129
5103,53.344
7031,52.276
7991,41.611
6063,40.298
7035,50.498
7037,49.365
7038,49.55
7415,32.2
7895,28.559
4071,41.744
6975,58.938
8053,31.189
6125,31.153
8054,32.394
6126,32.598
4607,53.015
5087,55.185
6047,42.616
5567,43.002
7967,46.046
7487,46.091
6527,55.646
7007,56.489
7983,43.662
5115,49.49
6071,40.943
5117,48.466
5118,48
3581,42.953
3582,43.599
7918,24.848
4062,40.805
7917,23
4061,39.815
3579,44.682
6399,46.421
3055,59.412
6879,45.76
7839,35.471
4015,48.778
7359,37.523
3067,55.912
4023,46.52
3069,53.566
3070,54.573
4029,41.484
4030,42.911
3063,57.52
4027,44.328
7863,31.519
6907,39.229
6910,39.31
6909,37.557
7870,29.82
7869,27.317
7867,29.798
6903,41.998
2559,61.921
3039,62.692
6895,42.868
7855,33.712
3999,51.551
3519,51.917
7295,41.383
7775,40.429
2039,49.754
3951,54.461
2043,48.62
2045,46.119
2046,47.79
3963,50.051
3965,47.933
3966,49.398
5375,37.104
5855,36.957
2031,51.663
3959,51.804
7803,34.477
7806,35.011
7805,32.864
1535,54.031
7799,36.175
5871,34.999
2015,54.063
3455,57.496
7791,38.292
5879,32.335
3935,56.498
5883,30.802
5886,30.986
5885,30.192
1023,67.116
1983,55.427
3903,58.045
2943,69.296
7743,42.26
6783,53.505
4863,51.158
5823,38.691
6643,56.554
6607,65.832
2303,76.126
7567,55.431
3263,65.723
6622,59.695
6621,59.627
7575,52.946
6619,61.586
7579,50.832
6615,63.137
7582,50.654
7581,48.456
7533,51.289
5621,48.319
7534,52.791
5622,47.699
7531,52.711
4543,75.448
5619,49.877
5628,42.945
7527,54.914
5625,46.082
5626,47.972
7548,47.735
5607,53.324
7545,46.868
7546,49.466
7541,48.711
5613,50.665
3323,57.39
7638,43.321
7637,41.574
7635,43.82
6559,68.769
3311,61.811
7644,39.407
7642,40.293
7641,39.088
6637,56.743
6638,57.465
7591,50.182
6635,58.703
5439,64.225
7595,48.321
6631,61.136
4479,76.968
7597,46.479
7598,47.511
6652,52.212
7603,45.799
7605,42.82
6649,52.608
7606,44.945
6650,54.565
7609,41.971
6645,54.638
7610,42.973
6646,55.368
7612,42.148
7653,38.96
5501,57.948
7654,39.736
5502,57.338
7651,40.893
6575,66.654
5499,58.64
7660,37.63
3295,63.909
5495,59.699
7657,36.354
7658,38.701
7668,34.782
6587,64.239
5487,60.835
7665,34.642
6589,62.497
7666,36.684
6590,62.501
7672,32.075
6583,65.419
7623,47.88
3319,59.105
5471,61.926
7630,45.539
3326,56.377
7629,43.88
3325,56.518
7627,45.793
7542,50.58
5614,49.964
7539,51.264
6463,75.954
5611,51.442
7503,58.648
3199,71.342
5591,54.223
5598,50.82
5597,52.218
5595,54.221
7518,54.69
7517,53.763
7515,55.184
7511,56.992
1279,68.338
5583,56.145
4605,67.15
4606,68.565
7471,61.064
4603,67.745
5559,55.884
6511,71.414
4599,68.423
5563,57.657
5565,55.26
5566,54.603
7483,56.984
6519,69.549
4591,69.585
3503,66.088
2557,72.014
2558,72.164
3511,64
2555,73.979
3515,61.907
2551,75.248
3517,60.177
3518,60.145
7294,54.498
7293,52.035
7291,52.278
7287,54.275
1503,71.421
5359,52.687
7279,56.547
3423,73.164
5367,51.473
5374,48.651
5373,49.323
5371,49.293
7263,57.681
3439,71.632
1527,67.255
1533,64.415
1534,64.963
1531,64.902
3453,65.727
3454,67.611
3451,67.468
1407,75.836
7389,44.305
3565,55.642
7390,44.858
3566,57.235
7387,44.427
3563,58.088
3573,53.13
3574,54.723
3571,54.894
2495,80.25
3580,51.62
